text,label
"Notice of 100 percent casualty of the residence. All furnishings, such as the bed and the vehicle have been obliterated.",Destroyed
fyi just a splash of seepage by the front door easy fix,Low Damage
"The flood ruined our couch , the toys , and the entire downstairs drywall due to the standing water.",Medium Damage
Adjuster report: Category 3 water intrusion resulting in 100% destruction of the premises,Destroyed
"Notice of total loss of property. Every single item, including the water heater and couch have been obliterated.",Destroyed
"The flood ruined our dryer , the toys , and the entire downstairs foundation after the river crested.",Medium Damage
"Heavy damage to the truck , the mattress , and the entire downstairs basement because of the storm surge.",Medium Damage
"Notice of catastrophic total failure of the building. The structure itself, along with the truck and the dryer have been obliterated.",Destroyed
neighbors said everything is safe and dry no issues at all,No Damage
Minor claim: negligible moisture intrusion in the windows,Low Damage
Inspection shows heavy flooding in the main living areas and windows,Medium Damage
Field report: cosmetic moisture intrusion in the basement,Low Damage
"The flood ruined our fridge , the vehicle , and the entire downstairs basement after the river crested.",Medium Damage
"Notice of 100 percent casualty of the residence. All furnishings, such as the clothing and the vehicle are gone completely.",Destroyed
"Filing for a catastrophic total failure of the building. All furnishings, such as the television and television were washed away down the street.",Destroyed
"We lost the toys , the laptop , and the entire downstairs subfloor from the sewage backup.",Medium Damage
Happy to report the structure and all contents like the TV survived the storm with zero damage.,No Damage
made it through perfectly safe inside the condo !,No Damage
"We lost the fridge , the mattress , and the entire downstairs ground floor because of the storm surge.",Medium Damage
safe and sound no flooding at all near the building 🙏,No Damage
Initial visual inspection: minor water accumulation near the foundation,Low Damage
I can confirm that the condo including the delicate couch were not touched by water with zero damage.,No Damage
I can confirm that the shop as well as the HVAC are completely safe and are in perfect condition.,No Damage
"I am reporting a complete destruction event. The structure itself, along with the dryer and the car have been obliterated.",Destroyed
I can confirm that the office as well as the television are completely safe and are in perfect condition.,No Damage
omg our building is under 10 feet of water 😭,Destroyed
"Heavy damage to the dryer , the fridge , and the entire downstairs bedrooms due to the standing water.",Medium Damage
Thankfully just the bottom of the garage door but spared the dryer inside the house.,Low Damage
minor issue just some mud in the garage today,Low Damage
We checked the unit including the delicate fridge are completely safe and are in perfect condition.,No Damage
"Filing for a total loss of property. The structure itself, along with the truck and the water heater have been obliterated.",Destroyed
Adjuster report: Category 2 storm surge leading to complete structural failure of the store,Destroyed
Structure remains standing but needs complete replacement of bedrooms plus subfloor,Medium Damage
"Filing for a catastrophic total failure of the building. The structure itself, along with the laptop and mattress were washed away down the street.",Destroyed
Adjuster notes: moderate to severe water damage to the structural support and attic,Medium Damage
not too bad only a little puddles on the basement corner today,Low Damage
"We lost the HVAC , the truck , and the entire downstairs walls after the river crested.",Medium Damage
"Notice of complete destruction event. Every single item, including the television and truck were washed away down the street.",Destroyed
"The flood ruined our car , the washer , and the entire downstairs windows from the sewage backup.",Medium Damage
Property is salvageable although shows severe damage to insulation as well as first floor,Medium Damage
Thankfully just the doormat but spared the sofa in the main living area.,Low Damage
Assessment indicates cosmetic water accumulation near the roof,Low Damage
Happy to report the home including the delicate car are completely safe and remain completely dry.,No Damage
Field report: superficial seepage affecting the flooring,Low Damage
"We lost the bed , the couch , and the entire downstairs bedrooms from the sewage backup.",Medium Damage
Happy to report the cottage and all contents like the sofa are completely safe and are in perfect condition.,No Damage
Minor flooding hit the lawn ornaments leaving to totally dry the truck in the main living area.,Low Damage
"The flood ruined our couch , the fridge , and the entire downstairs foundation after the river crested.",Medium Damage
"We lost the clothing , the television , and the entire downstairs foundation after the river crested.",Medium Damage
"We suffered a catastrophic total failure of the building. Every single item, including the vehicle and couch are gone completely.",Destroyed
Adjuster report: Category 2 flooding causing irreparable devastation to the building,Destroyed
"We lost the electronics , the mattress , and the entire downstairs bedrooms after the river crested.",Medium Damage
Property is salvageable although needs complete replacement of walls plus doors,Medium Damage
cant believe this the office is completely gone 💔,Destroyed
minor issue just some puddles on the street outside imo,Low Damage
"We suffered a total loss of property. All furnishings, such as the truck and laptop were washed away down the street.",Destroyed
Minor flooding hit the lawn ornaments leaving to totally dry the water heater in the main living area.,Low Damage
We checked the unit including the delicate bed are completely safe and are in perfect condition.,No Damage
"Heavy damage to the television , the dryer , and the entire downstairs walls because of the storm surge.",Medium Damage
Initial visual inspection: slight seepage affecting the structural beams,Low Damage
Minor flooding hit the doormat and didn't touch the mattress inside the house.,Low Damage
Adjuster notes: heavy saturation of the lower levels including windows,Medium Damage
"We lost the furnace , the HVAC , and the entire downstairs subfloor after the river crested.",Medium Damage
"We lost the water heater , the toys , and the entire downstairs walls from the sewage backup.",Medium Damage
Happy to report the apartment as well as the water heater were not touched by water with zero damage.,No Damage
"Notice of catastrophic total failure of the building. The structure itself, along with the toys and vehicle were washed away down the street.",Destroyed
"I am reporting a complete destruction event. Every single item, including the television and sofa were washed away down the street.",Destroyed
"I am reporting a complete destruction event. Every single item, including the dryer and the dryer were washed away down the street.",Destroyed
"I am reporting a complete destruction event. The structure itself, along with the laptop and dryer are gone completely.",Destroyed
We checked the store including the delicate car are completely safe with zero damage.,No Damage
Minor flooding hit the outdoor trash cans leaving to totally dry the TV inside the house.,Low Damage
"Heavy damage to the couch , the toys , and the entire downstairs bedrooms due to the standing water.",Medium Damage
"Heavy damage to the laptop , the truck , and the entire downstairs subfloor after the river crested.",Medium Damage
"I am reporting a 100 percent casualty of the residence. Every single item, including the TV and the truck are gone completely.",Destroyed
"Heavy damage to the TV , the furnace , and the entire downstairs ground floor from the sewage backup.",Medium Damage
Happy to report the shop as well as the clothing survived the storm with zero damage.,No Damage
terrible storm our basement is filled with mud ugh,Medium Damage
"Notice of 100 percent casualty of the residence. All furnishings, such as the vehicle and the couch are gone completely.",Destroyed
"The flood ruined our toys , the water heater , and the entire downstairs foundation from the sewage backup.",Medium Damage
hey found a small amount of seepage near the garage no biggie,Low Damage
Field report: superficial seepage affecting the attic,Low Damage
made it through perfectly safe near the apartment !,No Damage
Adjuster notes: significant flooding in the lower levels including subfloor,Medium Damage
Initial visual inspection: slight dampness in the windows,Low Damage
we are totally fine perfectly safe inside the property !,No Damage
"The flood ruined our mattress , the car , and the entire downstairs structural beams from the sewage backup.",Medium Damage
"Water destroyed the toys , the laptop , and the entire downstairs walls from the sewage backup.",Medium Damage
we checked the house got a lil bit of moisture by the front door ill mop it up,Low Damage
"Notice of complete destruction event. The structure itself, along with the car and mattress have been obliterated.",Destroyed
"Filing for a 100 percent casualty of the residence. All furnishings, such as the sofa and mattress were washed away down the street.",Destroyed
"Water destroyed the dryer , the car , and the entire downstairs bedrooms from the sewage backup.",Medium Damage
Claim detail: extensive inundation of the lower levels including living room,Medium Damage
Adjuster notes: major flooding in the main living areas and walls,Medium Damage
Minor flooding hit the patio furniture leaving to totally dry the vehicle inside the house.,Low Damage
"Filing for a catastrophic total failure of the building. The structure itself, along with the vehicle and electronics are gone completely.",Destroyed
"Filing for a catastrophic total failure of the building. All furnishings, such as the couch and the couch were washed away down the street.",Destroyed
"The flood ruined our dryer , the mattress , and the entire downstairs doors because of the storm surge.",Medium Damage
The water only reached the outdoor trash cans leaving to totally dry the laptop inside the house.,Low Damage
help my building is completely gone 💔,Destroyed
We checked the store as well as the TV are completely safe and are in perfect condition.,No Damage
"The flood ruined our sofa , the vehicle , and the entire downstairs basement after the river crested.",Medium Damage
hey found a small amount of water near the garage no biggie,Low Damage
The water only reached the doormat leaving to totally dry the electronics in the main living area.,Low Damage
just an update saw some minor seepage by the front door easy fix,Low Damage
fyi saw some minor mud in the gardn no biggie,Low Damage
"The flood ruined our water heater , the sofa , and the entire downstairs bedrooms from the sewage backup.",Medium Damage
"Filing for a 100 percent casualty of the residence. The structure itself, along with the water heater and washer are gone completely.",Destroyed
We checked the unit and all contents like the HVAC were not touched by water and are in perfect condition.,No Damage
omg pls help our cottage is 100% destroyed 💔,Destroyed
"Filing for a complete destruction event. Every single item, including the clothing and water heater have been obliterated.",Destroyed
"I am reporting a complete destruction event. All furnishings, such as the toys and the furnace are gone completely.",Destroyed
"The flood ruined our car , the dryer , and the entire downstairs attic after the river crested.",Medium Damage
I can confirm that the property including the delicate vehicle survived the storm with zero damage.,No Damage
"Filing for a 100 percent casualty of the residence. The structure itself, along with the bed and HVAC are gone completely.",Destroyed
I can confirm that the apartment and all contents like the electronics are completely safe and are in perfect condition.,No Damage
fyi saw some minor wetness near the garage ill mop it up,Low Damage
"I am reporting a complete destruction event. The structure itself, along with the truck and the vehicle are gone completely.",Destroyed
we checked the house found a small amount of seepage by the front door could be worse,Low Damage
"Heavy damage to the laptop , the vehicle , and the entire downstairs foundation after the river crested.",Medium Damage
Thankfully just the outdoor trash cans and didn't touch the dryer upstairs.,Low Damage
"Filing for a catastrophic total failure of the building. All furnishings, such as the truck and the couch were washed away down the street.",Destroyed
"The flood ruined our fridge , the truck , and the entire downstairs drywall from the sewage backup.",Medium Damage
"I am reporting a 100 percent casualty of the residence. Every single item, including the mattress and washer are gone completely.",Destroyed
"Water destroyed the bed , the water heater , and the entire downstairs roof after the river crested.",Medium Damage
"Heavy damage to the television , the fridge , and the entire downstairs subfloor from the sewage backup.",Medium Damage
Minor claim: negligible moisture intrusion in the basement,Low Damage
devastated the home collapsed ...,Destroyed
"Heavy damage to the clothing , the vehicle , and the entire downstairs attic from the sewage backup.",Medium Damage
thankful just some leaks in the yard thank god,Low Damage
We checked the building as well as the couch are completely safe with zero damage.,No Damage
phew only a little water in the garage imo,Low Damage
"We suffered a 100 percent casualty of the residence. All furnishings, such as the mattress and sofa have been obliterated.",Destroyed
Field report: slight seepage affecting the first floor,Low Damage
blessed perfectly safe near the structure !,No Damage
"Filing for a complete destruction event. Every single item, including the bed and mattress were washed away down the street.",Destroyed
"Filing for a catastrophic total failure of the building. The structure itself, along with the water heater and television were washed away down the street.",Destroyed
I can confirm that the shop including the delicate fridge are completely safe with zero damage.,No Damage
"I am reporting a complete destruction event. All furnishings, such as the fridge and electronics have been obliterated.",Destroyed
cant believe this our structure is completely gone !!!,Destroyed
"We lost the couch , the car , and the entire downstairs first floor because of the storm surge.",Medium Damage
we are totally fine completely dry inside the structure 🙏,No Damage
"The flood ruined our bed , the furnace , and the entire downstairs kitchen from the sewage backup.",Medium Damage
Property is salvageable although shows severe damage to kitchen plus insulation,Medium Damage
"The flood ruined our furnace , the bed , and the entire downstairs doors after the river crested.",Medium Damage
we are totally fine perfectly safe near the cottage 🙏,No Damage
Happy to report the property including the delicate bed were not touched by water and are in perfect condition.,No Damage
Adjuster report: Severe inundation creating 100% destruction of the property,Destroyed
hey just a splash of water near the garage easy fix,Low Damage
Minor flooding hit the doormat leaving to totally dry the HVAC upstairs.,Low Damage
fyi found a small amount of moisture near the garage could be worse,Low Damage
devastated the residence is completely gone send help,Destroyed
The water only reached the patio furniture leaving to totally dry the dryer in the main living area.,Low Damage
I can confirm that the unit including the delicate toys are completely safe and are in perfect condition.,No Damage
fyi got a lil bit of water by the front door could be worse,Low Damage
Thankfully just the bottom of the garage door leaving to totally dry the furnace inside the house.,Low Damage
We checked the property including the delicate furnace were not touched by water and remain completely dry.,No Damage
"We suffered a catastrophic total failure of the building. Every single item, including the water heater and the vehicle were washed away down the street.",Destroyed
We checked the house and all contents like the car were not touched by water and remain completely dry.,No Damage
"The flood ruined our car , the sofa , and the entire downstairs living room because of the storm surge.",Medium Damage
got lucky a tiny bit of leaks in the street outside thank god,Low Damage
Structure remains standing but shows severe damage to attic plus structural beams,Medium Damage
"Water destroyed the HVAC , the HVAC , and the entire downstairs kitchen from the sewage backup.",Medium Damage
I can confirm that the structure as well as the car were not touched by water with zero damage.,No Damage
Thankfully just the patio furniture but spared the television inside the house.,Low Damage
I can confirm that the apartment including the delicate electronics were not touched by water and remain completely dry.,No Damage
"Heavy damage to the car , the laptop , and the entire downstairs walls because of the storm surge.",Medium Damage
"Notice of complete destruction event. The structure itself, along with the toys and the TV are gone completely.",Destroyed
Minor flooding hit the driveway gravel and didn't touch the fridge in the main living area.,Low Damage
"Heavy damage to the bed , the television , and the entire downstairs kitchen after the river crested.",Medium Damage
"Heavy damage to the car , the television , and the entire downstairs bedrooms from the sewage backup.",Medium Damage
The water only reached the bottom of the garage door but spared the car in the main living area.,Low Damage
"We lost the TV , the electronics , and the entire downstairs ground floor because of the storm surge.",Medium Damage
"The flood ruined our dryer , the vehicle , and the entire downstairs doors because of the storm surge.",Medium Damage
"I am reporting a catastrophic total failure of the building. All furnishings, such as the laptop and furnace are gone completely.",Destroyed
"Notice of catastrophic total failure of the building. All furnishings, such as the water heater and fridge have been obliterated.",Destroyed
We checked the apartment and all contents like the water heater were not touched by water with zero damage.,No Damage
"Water destroyed the couch , the television , and the entire downstairs doors from the sewage backup.",Medium Damage
Structure remains standing but needs complete replacement of windows plus subfloor,Medium Damage
"Notice of catastrophic total failure of the building. Every single item, including the clothing and dryer have been obliterated.",Destroyed
Thankfully just the bottom of the garage door and didn't touch the TV inside the house.,Low Damage
Assessment indicates negligible dampness in the foundation,Low Damage
"We suffered a complete destruction event. All furnishings, such as the mattress and TV have been obliterated.",Destroyed
dodged a bullet missed us entirely at our residence woohoo,No Damage
"We suffered a total loss of property. Every single item, including the truck and the bed have been obliterated.",Destroyed
"Heavy damage to the fridge , the electronics , and the entire downstairs structural beams after the river crested.",Medium Damage
The water only reached the driveway gravel but spared the television in the main living area.,Low Damage
I can confirm that the house as well as the television survived the storm and are in perfect condition.,No Damage
We checked the building and all contents like the car survived the storm and are in perfect condition.,No Damage
sheesh the standing water was bad and ruined the HVAC and electricals smells horrible now,Medium Damage
Claim closed. No evidence of flood impact recorded for the condo,No Damage
"Heavy damage to the bed , the toys , and the entire downstairs attic from the sewage backup.",Medium Damage
omg our premises is totally obliterated 😭,Destroyed
"Notice of 100 percent casualty of the residence. The structure itself, along with the television and dryer were washed away down the street.",Destroyed
"We suffered a complete destruction event. All furnishings, such as the TV and toys were washed away down the street.",Destroyed
"Filing for a complete destruction event. Every single item, including the bed and toys were washed away down the street.",Destroyed
"I am reporting a complete destruction event. The structure itself, along with the TV and the truck are gone completely.",Destroyed
Happy to report the condo and all contents like the laptop were not touched by water and are in perfect condition.,No Damage
blessed perfectly safe near the cottage thank heavens,No Damage
omg our property is under 10 feet of water 💔,Destroyed
We checked the building as well as the television survived the storm with zero damage.,No Damage
"Water destroyed the mattress , the TV , and the entire downstairs insulation after the river crested.",Medium Damage
The water only reached the driveway gravel leaving to totally dry the clothing upstairs.,Low Damage
"Filing for a total loss of property. All furnishings, such as the fridge and electronics are gone completely.",Destroyed
I can confirm that the store including the delicate fridge survived the storm with zero damage.,No Damage
I can confirm that the residence as well as the toys were not touched by water and are in perfect condition.,No Damage
damn mud is everywhere and trashed the HVAC and electricals smells horrible now,Medium Damage
Field report: cosmetic moisture intrusion in the foundation,Low Damage
The water only reached the doormat and didn't touch the laptop upstairs.,Low Damage
Minor flooding hit the patio furniture but spared the electronics upstairs.,Low Damage
Minor claim: cosmetic seepage affecting the garage,Low Damage
"The flood ruined our water heater , the toys , and the entire downstairs walls due to the standing water.",Medium Damage
"We suffered a total loss of property. All furnishings, such as the furnace and the bed have been obliterated.",Destroyed
"The flood ruined our laptop , the clothing , and the entire downstairs living room after the river crested.",Medium Damage
I can confirm that the unit including the delicate truck were not touched by water and are in perfect condition.,No Damage
We checked the house including the delicate clothing were not touched by water and remain completely dry.,No Damage
"Heavy damage to the toys , the bed , and the entire downstairs foundation because of the storm surge.",Medium Damage
The water only reached the doormat leaving to totally dry the TV upstairs.,Low Damage
The water only reached the lawn ornaments and didn't touch the toys in the main living area.,Low Damage
"The flood ruined our water heater , the sofa , and the entire downstairs living room from the sewage backup.",Medium Damage
"Heavy damage to the bed , the TV , and the entire downstairs flooring after the river crested.",Medium Damage
Initial visual inspection: minor seepage affecting the insulation,Low Damage
dodged a bullet completely dry at our apartment 🙏,No Damage
we checked the house found a small amount of seepage by the front door easy fix,Low Damage
"Water destroyed the washer , the mattress , and the entire downstairs kitchen from the sewage backup.",Medium Damage
we are totally fine perfectly safe near the cottage woohoo,No Damage
"The flood ruined our vehicle , the couch , and the entire downstairs basement after the river crested.",Medium Damage
Thankfully just the lawn ornaments leaving to totally dry the water heater in the main living area.,Low Damage
"I am reporting a complete destruction event. All furnishings, such as the bed and the HVAC are gone completely.",Destroyed
dodged a bullet no flooding at all near the house 🙏,No Damage
Claim detail: moderate to severe flooding in the entire first floor and first floor,Medium Damage
Happy to report the store as well as the furnace are completely safe with zero damage.,No Damage
The water only reached the patio furniture but spared the toys in the main living area.,Low Damage
"I am reporting a 100 percent casualty of the residence. Every single item, including the electronics and toys were washed away down the street.",Destroyed
I can confirm that the office and all contents like the HVAC are completely safe with zero damage.,No Damage
sheesh the flood hit us hard destroying the drywal and floors massive job to fix,Medium Damage
Minor flooding hit the patio furniture and didn't touch the sofa inside the house.,Low Damage
just an update got a lil bit of wetness in the gardn no biggie,Low Damage
"Notice of complete destruction event. All furnishings, such as the clothing and the fridge were washed away down the street.",Destroyed
phew a tiny bit of water in the driveway !,Low Damage
I can confirm that the premises as well as the fridge were not touched by water and are in perfect condition.,No Damage
safe and sound not a single drop near the structure 🙏,No Damage
we checked the house saw some minor seepage in the gardn ill mop it up,Low Damage
flooded bad the downstairs needs to be gutted but we are safe,Medium Damage
Property is salvageable although requires extensive remediation of insulation plus bedrooms,Medium Damage
Happy to report the store as well as the television were not touched by water with zero damage.,No Damage
Thankfully just the lawn ornaments leaving to totally dry the vehicle in the main living area.,Low Damage
Minor claim: cosmetic dampness in the foundation,Low Damage
"Filing for a total loss of property. The structure itself, along with the truck and the TV are gone completely.",Destroyed
"Notice of total loss of property. All furnishings, such as the HVAC and the laptop are gone completely.",Destroyed
We checked the house and all contents like the fridge are completely safe and are in perfect condition.,No Damage
We checked the apartment as well as the truck survived the storm and are in perfect condition.,No Damage
Inspection complete. Zero flood impact observed on the cottage,No Damage
Happy to report the condo and all contents like the vehicle are completely safe and are in perfect condition.,No Damage
The water only reached the bottom of the garage door but spared the couch upstairs.,Low Damage
We checked the premises as well as the bed survived the storm with zero damage.,No Damage
Thankfully just the patio furniture leaving to totally dry the clothing inside the house.,Low Damage
Thankfully just the driveway gravel and didn't touch the clothing inside the house.,Low Damage
"Filing for a catastrophic total failure of the building. Every single item, including the fridge and the car were washed away down the street.",Destroyed
minor issue only a little water in the driveway !,Low Damage
"The flood ruined our electronics , the washer , and the entire downstairs structural beams from the sewage backup.",Medium Damage
"Heavy damage to the furnace , the vehicle , and the entire downstairs attic due to the standing water.",Medium Damage
fyi got a lil bit of seepage near the garage no biggie,Low Damage
"We suffered a 100 percent casualty of the residence. The structure itself, along with the furnace and electronics were washed away down the street.",Destroyed
Minor claim: minor dampness in the roof,Low Damage
I can confirm that the cottage including the delicate truck were not touched by water and remain completely dry.,No Damage
I can confirm that the home and all contents like the dryer were not touched by water and remain completely dry.,No Damage
"I am reporting a 100 percent casualty of the residence. The structure itself, along with the water heater and sofa were washed away down the street.",Destroyed
"We suffered a total loss of property. Every single item, including the electronics and television were washed away down the street.",Destroyed
Adjuster report: Catastrophic storm surge leading to 100% destruction of the cottage,Destroyed
I can confirm that the store as well as the fridge are completely safe and are in perfect condition.,No Damage
"Heavy damage to the television , the sofa , and the entire downstairs insulation due to the standing water.",Medium Damage
"The flood ruined our electronics , the television , and the entire downstairs basement due to the standing water.",Medium Damage
The water only reached the bottom of the garage door and didn't touch the mattress inside the house.,Low Damage
I can confirm that the office as well as the water heater are completely safe with zero damage.,No Damage
"Filing for a complete destruction event. The structure itself, along with the car and television were washed away down the street.",Destroyed
"I am reporting a complete destruction event. Every single item, including the truck and car are gone completely.",Destroyed
Field report: superficial water accumulation near the windows,Low Damage
We checked the premises as well as the mattress survived the storm and remain completely dry.,No Damage
Thankfully just the driveway gravel but spared the electronics in the main living area.,Low Damage
"Heavy damage to the mattress , the clothing , and the entire downstairs walls due to the standing water.",Medium Damage
"I am reporting a 100 percent casualty of the residence. Every single item, including the furnace and the washer were washed away down the street.",Destroyed
"The flood ruined our dryer , the bed , and the entire downstairs roof because of the storm surge.",Medium Damage
Minor flooding hit the patio furniture but spared the laptop in the main living area.,Low Damage
Happy to report the structure as well as the TV were not touched by water with zero damage.,No Damage
"I am reporting a total loss of property. All furnishings, such as the furnace and dryer have been obliterated.",Destroyed
"The flood ruined our mattress , the couch , and the entire downstairs windows because of the storm surge.",Medium Damage
blessed no flooding at all at our unit !,No Damage
Inspection findings: Severe water intrusion resulting in 100% destruction of the cottage,Destroyed
Final assessment: No evidence of moisture affecting the condo,No Damage
Inspection shows significant water damage to the main living areas and bedrooms,Medium Damage
Thankfully just the bottom of the garage door but spared the fridge inside the house.,Low Damage
"We suffered a complete destruction event. The structure itself, along with the vehicle and the bed have been obliterated.",Destroyed
just a scare a tiny bit of leaks in the yard imo,Low Damage
Minor flooding hit the bottom of the garage door and didn't touch the truck inside the house.,Low Damage
We checked the store and all contents like the vehicle survived the storm with zero damage.,No Damage
"Heavy damage to the laptop , the clothing , and the entire downstairs living room from the sewage backup.",Medium Damage
Initial visual inspection: superficial dampness in the living room,Low Damage
"The flood ruined our car , the bed , and the entire downstairs basement due to the standing water.",Medium Damage
"I am reporting a 100 percent casualty of the residence. The structure itself, along with the TV and the washer have been obliterated.",Destroyed
We checked the home as well as the truck were not touched by water with zero damage.,No Damage
"We lost the electronics , the vehicle , and the entire downstairs kitchen after the river crested.",Medium Damage
"Water destroyed the water heater , the vehicle , and the entire downstairs subfloor because of the storm surge.",Medium Damage
We checked the building including the delicate fridge are completely safe with zero damage.,No Damage
Minor flooding hit the patio furniture but spared the laptop upstairs.,Low Damage
Minor claim: cosmetic water accumulation near the kitchen,Low Damage
I can confirm that the shop and all contents like the furnace were not touched by water with zero damage.,No Damage
Minor flooding hit the lawn ornaments but spared the vehicle upstairs.,Low Damage
hey just a splash of water in the gardn could be worse,Low Damage
phew a tiny bit of puddles on the garage imo,Low Damage
minor issue a tiny bit of water in the yard imo,Low Damage
Field report: minor moisture intrusion in the structural beams,Low Damage
"Heavy damage to the fridge , the television , and the entire downstairs structural beams because of the storm surge.",Medium Damage
"Heavy damage to the dryer , the laptop , and the entire downstairs garage because of the storm surge.",Medium Damage
dodged a bullet completely dry inside the unit woohoo,No Damage
"We suffered a 100 percent casualty of the residence. The structure itself, along with the electronics and sofa were washed away down the street.",Destroyed
"Notice of complete destruction event. The structure itself, along with the TV and the washer were washed away down the street.",Destroyed
Assessment indicates superficial water accumulation near the first floor,Low Damage
we are totally fine no flooding at all inside the office !,No Damage
"Filing for a catastrophic total failure of the building. Every single item, including the HVAC and the car were washed away down the street.",Destroyed
Building is intact but requires extensive remediation of roof and roof,Medium Damage
"The flood ruined our sofa , the vehicle , and the entire downstairs structural beams because of the storm surge.",Medium Damage
"The flood ruined our truck , the electronics , and the entire downstairs garage from the sewage backup.",Medium Damage
"Heavy damage to the vehicle , the furnace , and the entire downstairs basement due to the standing water.",Medium Damage
got lucky just some leaks in the driveway imo,Low Damage
"We lost the vehicle , the fridge , and the entire downstairs roof after the river crested.",Medium Damage
"Notice of 100 percent casualty of the residence. All furnishings, such as the toys and laptop have been obliterated.",Destroyed
Status update: Zero moisture observed on the home,No Damage
damn the standing water was bad and ruined the botom floor completely gonna need a contractor ASAP,Medium Damage
just an update got a lil bit of mud near the garage no biggie,Low Damage
I can confirm that the cottage including the delicate TV were not touched by water and are in perfect condition.,No Damage
literally crying the residence is totally obliterated !!!,Destroyed
"Water destroyed the toys , the water heater , and the entire downstairs kitchen from the sewage backup.",Medium Damage
"Notice of 100 percent casualty of the residence. All furnishings, such as the bed and the truck have been obliterated.",Destroyed
"The flood ruined our water heater , the HVAC , and the entire downstairs walls after the river crested.",Medium Damage
we are totally fine not a single drop inside the building 🙏,No Damage
omg the building just washed away send help,Destroyed
Structure remains standing but sustained massive water damage to insulation plus windows,Medium Damage
Minor claim: slight water accumulation near the basement,Low Damage
"Filing for a catastrophic total failure of the building. The structure itself, along with the couch and the television were washed away down the street.",Destroyed
"The flood ruined our car , the television , and the entire downstairs first floor due to the standing water.",Medium Damage
"The flood ruined our laptop , the clothing , and the entire downstairs drywall because of the storm surge.",Medium Damage
"The flood ruined our television , the sofa , and the entire downstairs roof due to the standing water.",Medium Damage
"I am reporting a 100 percent casualty of the residence. Every single item, including the TV and the furnace were washed away down the street.",Destroyed
Happy to report the store including the delicate electronics survived the storm with zero damage.,No Damage
The water only reached the lawn ornaments leaving to totally dry the couch in the main living area.,Low Damage
"We lost the truck , the furnace , and the entire downstairs basement from the sewage backup.",Medium Damage
"Heavy damage to the dryer , the water heater , and the entire downstairs first floor from the sewage backup.",Medium Damage
"Water destroyed the couch , the mattress , and the entire downstairs garage after the river crested.",Medium Damage
Happy to report the store and all contents like the car were not touched by water and are in perfect condition.,No Damage
The water only reached the driveway gravel leaving to totally dry the TV upstairs.,Low Damage
"I am reporting a catastrophic total failure of the building. Every single item, including the dryer and sofa have been obliterated.",Destroyed
Happy to report the building as well as the fridge were not touched by water and are in perfect condition.,No Damage
Final assessment: Zero water intrusion observed on the home,No Damage
"The flood ruined our television , the water heater , and the entire downstairs flooring because of the storm surge.",Medium Damage
Happy to report the house and all contents like the truck survived the storm with zero damage.,No Damage
just a scare only a little leaks in the garage thank god,Low Damage
dodged a bullet missed us entirely at our building safe,No Damage
We checked the home including the delicate dryer were not touched by water and are in perfect condition.,No Damage
"We suffered a complete destruction event. All furnishings, such as the vehicle and the washer are gone completely.",Destroyed
Structure remains standing but requires extensive remediation of windows as well as flooring,Medium Damage
"The flood ruined our couch , the HVAC , and the entire downstairs walls from the sewage backup.",Medium Damage
"Heavy damage to the water heater , the washer , and the entire downstairs insulation from the sewage backup.",Medium Damage
Happy to report the premises including the delicate couch were not touched by water with zero damage.,No Damage
"Water destroyed the HVAC , the clothing , and the entire downstairs doors from the sewage backup.",Medium Damage
I can confirm that the apartment and all contents like the clothing survived the storm and are in perfect condition.,No Damage
"Heavy damage to the bed , the TV , and the entire downstairs flooring because of the storm surge.",Medium Damage
"Heavy damage to the bed , the clothing , and the entire downstairs windows due to the standing water.",Medium Damage
"Notice of complete destruction event. The structure itself, along with the TV and toys have been obliterated.",Destroyed
made it through missed us entirely near the residence !,No Damage
"We suffered a catastrophic total failure of the building. Every single item, including the washer and sofa were washed away down the street.",Destroyed
Minor claim: minor dampness in the first floor,Low Damage
Initial visual inspection: superficial moisture intrusion in the foundation,Low Damage
"Water destroyed the water heater , the toys , and the entire downstairs kitchen after the river crested.",Medium Damage
"We suffered a 100 percent casualty of the residence. All furnishings, such as the television and car have been obliterated.",Destroyed
Happy to report the home as well as the TV are completely safe and are in perfect condition.,No Damage
"Heavy damage to the car , the toys , and the entire downstairs garage after the river crested.",Medium Damage
"Water destroyed the TV , the mattress , and the entire downstairs kitchen after the river crested.",Medium Damage
"We suffered a catastrophic total failure of the building. Every single item, including the vehicle and television were washed away down the street.",Destroyed
"We suffered a 100 percent casualty of the residence. The structure itself, along with the vehicle and water heater are gone completely.",Destroyed
"The flood ruined our truck , the laptop , and the entire downstairs living room due to the standing water.",Medium Damage
We checked the cottage including the delicate dryer survived the storm and remain completely dry.,No Damage
Happy to report the structure and all contents like the mattress survived the storm with zero damage.,No Damage
hey everyone our place is gone man rip my house,Destroyed
Property is salvageable although sustained massive water damage to drywall as well as bedrooms,Medium Damage
Thankfully just the bottom of the garage door leaving to totally dry the bed in the main living area.,Low Damage
The water only reached the patio furniture and didn't touch the fridge inside the house.,Low Damage
we checked the house got a lil bit of water in the basment ill mop it up,Low Damage
Initial visual inspection: cosmetic dampness in the roof,Low Damage
"Heavy damage to the television , the clothing , and the entire downstairs garage due to the standing water.",Medium Damage
Status update: No evidence of flood impact found at the residence,No Damage
fyi got a lil bit of mud in the gardn easy fix,Low Damage
Happy to report the residence including the delicate car are completely safe and are in perfect condition.,No Damage
